BINCODE	NAME	IDENTIFIER	DESCRIPTION	TYPE
-1	root
35.2	not assigned.unknown	gi|351597438|gb|JP451984.1|	  TSA: Cannabis sativa PK18024.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351599328|gb|JP453825.1|	  TSA: Cannabis sativa PK15487.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351617679|gb|JP471980.1|	  TSA: Cannabis sativa PK23126.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351614329|gb|JP468630.1|	  TSA: Cannabis sativa PK01467.2_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351610269|gb|JP464570.1|	  TSA: Cannabis sativa PK00203.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351616427|gb|JP470728.1|	  TSA: Cannabis sativa PK02031.2_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351611449|gb|JP465750.1|	  TSA: Cannabis sativa PK00269.2_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351627993|gb|JP480876.1|	  TSA: Cannabis sativa PK11037.2_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351608964|gb|JP463265.1|	  TSA: Cannabis sativa PK28853.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351608720|gb|JP463024.1|	  TSA: Cannabis sativa PK07939.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351622816|gb|JP477117.1|	  TSA: Cannabis sativa PK24459.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351600097|gb|JP454573.1|	  TSA: Cannabis sativa PK19083.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351606348|gb|JP460677.1|	  TSA: Cannabis sativa PK22548.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351604065|gb|JP458419.1|	  TSA: Cannabis sativa PK13373.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351622337|gb|JP476638.1|	  TSA: Cannabis sativa PK12966.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351620767|gb|JP475068.1|	  TSA: Cannabis sativa PK06984.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351613732|gb|JP468033.1|	  TSA: Cannabis sativa PK28074.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351601530|gb|JP455973.1|	  TSA: Cannabis sativa PK16747.4_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351603161|gb|JP457520.1|	  TSA: Cannabis sativa PK00120.2_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351611936|gb|JP466237.1|	  TSA: Cannabis sativa PK14316.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351611916|gb|JP466217.1|	  TSA: Cannabis sativa PK17305.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351610799|gb|JP465100.1|	  TSA: Cannabis sativa PK25511.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351606618|gb|JP460945.1|	  TSA: Cannabis sativa PK07055.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351612420|gb|JP466721.1|	  TSA: Cannabis sativa PK06640.2_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351610309|gb|JP464610.1|	  TSA: Cannabis sativa PK29203.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351602895|gb|JP457256.1|	  TSA: Cannabis sativa PK09186.2_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351608695|gb|JP462999.1|	  TSA: Cannabis sativa PK06636.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351601700|gb|JP456141.1|	  TSA: Cannabis sativa PK05361.3_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351617970|gb|JP472271.1|	  TSA: Cannabis sativa PK06091.1_2.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351605845|gb|JP460186.1|	  TSA: Cannabis sativa PK15996.13_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351621777|gb|JP476078.1|	  TSA: Cannabis sativa PK01207.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351623395|gb|JP477696.1|	  TSA: Cannabis sativa PK17756.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351611893|gb|JP466194.1|	  TSA: Cannabis sativa PK00016.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351610293|gb|JP464594.1|	  TSA: Cannabis sativa PK13524.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351612646|gb|JP466947.1|	  TSA: Cannabis sativa PK23943.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351619828|gb|JP474129.1|	  TSA: Cannabis sativa PK03039.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351604472|gb|JP458823.1|	  TSA: Cannabis sativa PK22760.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351610612|gb|JP464913.1|	  TSA: Cannabis sativa PK03747.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351601455|gb|JP455900.1|	  TSA: Cannabis sativa PK07041.2_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351612516|gb|JP466817.1|	  TSA: Cannabis sativa PK06097.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351618799|gb|JP473100.1|	  TSA: Cannabis sativa PK24991.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351618519|gb|JP472820.1|	  TSA: Cannabis sativa PK24299.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351614309|gb|JP468610.1|	  TSA: Cannabis sativa PK12712.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351622487|gb|JP476788.1|	  TSA: Cannabis sativa PK13215.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351621954|gb|JP476255.1|	  TSA: Cannabis sativa PK08255.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351598071|gb|JP452604.1|	  TSA: Cannabis sativa PK00334.2_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351608236|gb|JP462546.1|	  TSA: Cannabis sativa PK22181.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351600117|gb|JP454593.1|	  TSA: Cannabis sativa PK18938.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351622608|gb|JP476909.1|	  TSA: Cannabis sativa PK04070.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351602614|gb|JP457035.1|	  TSA: Cannabis sativa PK02004.2_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351605274|gb|JP459620.1|	  TSA: Cannabis sativa PK20702.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351606254|gb|JP460583.1|	  TSA: Cannabis sativa PK22212.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351624369|gb|JP478670.1|	  TSA: Cannabis sativa PK10420.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351619330|gb|JP473631.1|	  TSA: Cannabis sativa PK01640.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351612996|gb|JP467297.1|	  TSA: Cannabis sativa PK00574.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351616371|gb|JP470672.1|	  TSA: Cannabis sativa PK25945.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351600201|gb|JP454673.1|	  TSA: Cannabis sativa PK06686.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351608903|gb|JP463204.1|	  TSA: Cannabis sativa PK03046.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351607345|gb|JP461667.1|	  TSA: Cannabis sativa PK07698.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351622422|gb|JP476723.1|	  TSA: Cannabis sativa PK08678.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351628421|gb|JP481304.1|	  TSA: Cannabis sativa PK23512.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351611303|gb|JP465604.1|	  TSA: Cannabis sativa PK17531.2_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351627881|gb|JP480764.1|	  TSA: Cannabis sativa PK12818.35_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351591624|gb|JP450070.1|	  TSA: Cannabis sativa PK18424.5_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351605341|gb|JP459687.1|	  TSA: Cannabis sativa PK23202.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351621105|gb|JP475406.1|	  TSA: Cannabis sativa PK10977.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351608912|gb|JP463213.1|	  TSA: Cannabis sativa PK09271.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351614030|gb|JP468331.1|	  TSA: Cannabis sativa PK05551.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351610393|gb|JP464694.1|	  TSA: Cannabis sativa PK19263.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351622416|gb|JP476717.1|	  TSA: Cannabis sativa PK17747.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351622059|gb|JP476360.1|	  TSA: Cannabis sativa PK25916.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351616643|gb|JP470944.1|	  TSA: Cannabis sativa PK15779.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351605159|gb|JP459506.1|	  TSA: Cannabis sativa PK29605.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351617720|gb|JP472021.1|	  TSA: Cannabis sativa PK21397.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351628920|gb|JP481803.1|	  TSA: Cannabis sativa PK25710.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351597614|gb|JP452157.1|	  TSA: Cannabis sativa PK20831.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351609731|gb|JP464032.1|	  TSA: Cannabis sativa PK26573.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351627519|gb|JP480402.1|	  TSA: Cannabis sativa PK05613.2_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351604504|gb|JP458855.1|	  TSA: Cannabis sativa PK00046.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351606062|gb|JP460398.1|	  TSA: Cannabis sativa PK23032.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351614936|gb|JP469237.1|	  TSA: Cannabis sativa PK05778.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351624498|gb|JP478799.1|	  TSA: Cannabis sativa PK05380.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351627636|gb|JP480519.1|	  TSA: Cannabis sativa PK05087.2_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351624128|gb|JP478429.1|	  TSA: Cannabis sativa PK01039.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351612570|gb|JP466871.1|	  TSA: Cannabis sativa PK00184.2_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351608752|gb|JP463056.1|	  TSA: Cannabis sativa PK16810.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351619885|gb|JP474186.1|	  TSA: Cannabis sativa PK18533.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351608594|gb|JP462899.1|	  TSA: Cannabis sativa PK06061.3_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351611581|gb|JP465882.1|	  TSA: Cannabis sativa PK20753.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351607657|gb|JP461977.1|	  TSA: Cannabis sativa PK22520.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351606378|gb|JP460706.1|	  TSA: Cannabis sativa PK15023.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351611006|gb|JP465307.1|	  TSA: Cannabis sativa PK09363.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351608011|gb|JP462322.1|	  TSA: Cannabis sativa PK27104.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351606129|gb|JP460462.1|	  TSA: Cannabis sativa PK23626.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351610874|gb|JP465175.1|	  TSA: Cannabis sativa PK13798.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351606326|gb|JP460655.1|	  TSA: Cannabis sativa PK00961.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351596862|gb|JP451416.1|	  TSA: Cannabis sativa PK06763.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351606642|gb|JP460968.1|	  TSA: Cannabis sativa PK05992.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351611514|gb|JP465815.1|	  TSA: Cannabis sativa PK26540.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351598498|gb|JP453016.1|	  TSA: Cannabis sativa PK12875.2_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351616192|gb|JP470493.1|	  TSA: Cannabis sativa PK22090.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351623938|gb|JP478239.1|	  TSA: Cannabis sativa PK08203.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351615511|gb|JP469812.1|	  TSA: Cannabis sativa PK01799.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351609209|gb|JP463510.1|	  TSA: Cannabis sativa PK01112.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351615370|gb|JP469671.1|	  TSA: Cannabis sativa PK18597.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351615094|gb|JP469395.1|	  TSA: Cannabis sativa PK15157.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351591213|gb|JP449667.1|	  TSA: Cannabis sativa PK23444.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351629324|gb|JP482207.1|	  TSA: Cannabis sativa PK09176.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351614752|gb|JP469053.1|	  TSA: Cannabis sativa PK24318.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351612268|gb|JP466569.1|	  TSA: Cannabis sativa PK05513.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351591176|gb|JP449630.1|	  TSA: Cannabis sativa PK19947.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351611519|gb|JP465820.1|	  TSA: Cannabis sativa PK20529.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351608602|gb|JP462907.1|	  TSA: Cannabis sativa PK03861.6_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351599889|gb|JP454370.1|	  TSA: Cannabis sativa PK12824.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351601328|gb|JP455775.1|	  TSA: Cannabis sativa PK03337.2_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351609866|gb|JP464167.1|	  TSA: Cannabis sativa PK28977.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351602106|gb|JP456539.1|	  TSA: Cannabis sativa PK08863.2_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351609920|gb|JP464221.1|	  TSA: Cannabis sativa PK20181.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351605131|gb|JP459478.1|	  TSA: Cannabis sativa PK16862.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351611957|gb|JP466258.1|	  TSA: Cannabis sativa PK09376.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351600088|gb|JP454564.1|	  TSA: Cannabis sativa PK07975.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351591126|gb|JP449582.1|	  TSA: Cannabis sativa PK23328.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351623845|gb|JP478146.1|	  TSA: Cannabis sativa PK27679.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351615958|gb|JP470259.1|	  TSA: Cannabis sativa PK05914.3_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351607208|gb|JP461531.1|	  TSA: Cannabis sativa PK19729.2_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351605006|gb|JP459354.1|	  TSA: Cannabis sativa PK20540.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351608791|gb|JP463095.1|	  TSA: Cannabis sativa PK04609.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351601934|gb|JP456371.1|	  TSA: Cannabis sativa PK20290.2_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351624208|gb|JP478509.1|	  TSA: Cannabis sativa PK00470.2_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351605243|gb|JP459589.1|	  TSA: Cannabis sativa PK08040.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351605253|gb|JP459599.1|	  TSA: Cannabis sativa PK17999.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351618663|gb|JP472964.1|	  TSA: Cannabis sativa PK13698.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351610732|gb|JP465033.1|	  TSA: Cannabis sativa PK09550.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351601353|gb|JP455800.1|	  TSA: Cannabis sativa PK24683.2_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351623226|gb|JP477527.1|	  TSA: Cannabis sativa PK11409.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351603155|gb|JP457514.1|	  TSA: Cannabis sativa PK20917.2_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351612087|gb|JP466388.1|	  TSA: Cannabis sativa PK27228.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351621244|gb|JP475545.1|	  TSA: Cannabis sativa PK09751.2_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351619774|gb|JP474075.1|	  TSA: Cannabis sativa PK18143.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351601152|gb|JP455604.1|	  TSA: Cannabis sativa PK16169.2_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351617689|gb|JP471990.1|	  TSA: Cannabis sativa PK29115.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351602640|gb|JP457061.1|	  TSA: Cannabis sativa PK00322.2_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351605268|gb|JP459614.1|	  TSA: Cannabis sativa PK04908.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351621261|gb|JP475562.1|	  TSA: Cannabis sativa PK06890.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351628107|gb|JP480990.1|	  TSA: Cannabis sativa PK00064.2_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351614471|gb|JP468772.1|	  TSA: Cannabis sativa PK00624.3_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351600697|gb|JP455159.1|	  TSA: Cannabis sativa PK20032.5_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351606167|gb|JP460500.1|	  TSA: Cannabis sativa PK11360.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351623308|gb|JP477609.1|	  TSA: Cannabis sativa PK05475.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351612872|gb|JP467173.1|	  TSA: Cannabis sativa PK08468.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351621224|gb|JP475525.1|	  TSA: Cannabis sativa PK01521.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351620615|gb|JP474916.1|	  TSA: Cannabis sativa PK23863.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351614513|gb|JP468814.1|	  TSA: Cannabis sativa PK08955.3_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351596234|gb|JP450792.1|	  TSA: Cannabis sativa PK26717.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351624332|gb|JP478633.1|	  TSA: Cannabis sativa PK17624.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351614662|gb|JP468963.1|	  TSA: Cannabis sativa PK09568.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351614319|gb|JP468620.1|	  TSA: Cannabis sativa PK19032.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351615258|gb|JP469559.1|	  TSA: Cannabis sativa PK02413.2_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351614272|gb|JP468573.1|	  TSA: Cannabis sativa PK22404.2_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351613146|gb|JP467447.1|	  TSA: Cannabis sativa PK07048.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351611634|gb|JP465935.1|	  TSA: Cannabis sativa PK19852.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351609781|gb|JP464082.1|	  TSA: Cannabis sativa PK16211.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351619867|gb|JP474168.1|	  TSA: Cannabis sativa PK25641.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351623028|gb|JP477329.1|	  TSA: Cannabis sativa PK10498.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351618122|gb|JP472423.1|	  TSA: Cannabis sativa PK24068.2_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351623065|gb|JP477366.1|	  TSA: Cannabis sativa PK19269.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351615609|gb|JP469910.1|	  TSA: Cannabis sativa PK06936.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351614147|gb|JP468448.1|	  TSA: Cannabis sativa PK08323.2_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351606598|gb|JP460925.1|	  TSA: Cannabis sativa PK09138.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351627791|gb|JP480674.1|	  TSA: Cannabis sativa PK26914.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351624507|gb|JP478808.1|	  TSA: Cannabis sativa PK17918.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351606594|gb|JP460921.1|	  TSA: Cannabis sativa PK01369.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351620693|gb|JP474994.1|	  TSA: Cannabis sativa PK25997.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351629202|gb|JP482085.1|	  TSA: Cannabis sativa PK12235.2_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351628590|gb|JP481473.1|	  TSA: Cannabis sativa PK10662.2_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351614100|gb|JP468401.1|	  TSA: Cannabis sativa PK12555.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351614779|gb|JP469080.1|	  TSA: Cannabis sativa PK06712.2_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351598039|gb|JP452572.1|	  TSA: Cannabis sativa PK15356.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351628738|gb|JP481621.1|	  TSA: Cannabis sativa PK17200.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351619350|gb|JP473651.1|	  TSA: Cannabis sativa PK02060.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351620660|gb|JP474961.1|	  TSA: Cannabis sativa PK01205.5_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351616915|gb|JP471216.1|	  TSA: Cannabis sativa PK02326.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351617096|gb|JP471397.1|	  TSA: Cannabis sativa PK18799.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351614614|gb|JP468915.1|	  TSA: Cannabis sativa PK08748.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351601273|gb|JP455721.1|	  TSA: Cannabis sativa PK12732.2_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351617749|gb|JP472050.1|	  TSA: Cannabis sativa PK01740.2_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351627306|gb|JP480189.1|	  TSA: Cannabis sativa PK28009.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351611777|gb|JP466078.1|	  TSA: Cannabis sativa PK13632.6_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351605489|gb|JP459834.1|	  TSA: Cannabis sativa PK15291.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351606029|gb|JP460366.1|	  TSA: Cannabis sativa PK09438.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351608254|gb|JP462564.1|	  TSA: Cannabis sativa PK23210.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351602630|gb|JP457051.1|	  TSA: Cannabis sativa PK20379.2_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351611378|gb|JP465679.1|	  TSA: Cannabis sativa PK13647.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351591300|gb|JP449749.1|	  TSA: Cannabis sativa PK05112.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351614561|gb|JP468862.1|	  TSA: Cannabis sativa PK03763.2_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351623072|gb|JP477373.1|	  TSA: Cannabis sativa PK05793.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351596824|gb|JP451378.1|	  TSA: Cannabis sativa PK04794.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351600465|gb|JP454933.1|	  TSA: Cannabis sativa PK09932.2_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351611205|gb|JP465506.1|	  TSA: Cannabis sativa PK07587.1_1.CasaPuKu mRNA sequence	T
